reference	length_class	chr	annotation	ref_len	below_1mb
Cephalopachus_bancanus	1492323	autosomes	NA	1492323	FALSE
Cephalopachus_bancanus	1512180	autosomes	NA	1512180	FALSE
Cephalopachus_bancanus	1517161	autosomes	NA	1517161	FALSE
Cephalopachus_bancanus	1518912	autosomes	NA	1518912	FALSE
Cephalopachus_bancanus	1526199	autosomes	NA	1526199	FALSE
Cephalopachus_bancanus	1526219	autosomes	NA	1526219	FALSE
Cephalopachus_bancanus	1531808	autosomes	NA	1531808	FALSE
Cephalopachus_bancanus	1538141	autosomes	NA	1538141	FALSE
Cephalopachus_bancanus	1541208	autosomes	NA	1541208	FALSE
Cephalopachus_bancanus	1545742	autosomes	NA	1545742	FALSE
Cephalopachus_bancanus	1551402	autosomes	NA	1551402	FALSE
Cephalopachus_bancanus	1572867	autosomes	NA	1572867	FALSE
Cephalopachus_bancanus	1576127	autosomes	NA	1576127	FALSE
Cephalopachus_bancanus	1576654	autosomes	NA	1576654	FALSE
Cephalopachus_bancanus	1585296	autosomes	NA	1585296	FALSE
Cephalopachus_bancanus	1588276	autosomes	NA	1588276	FALSE
Cephalopachus_bancanus	1594646	autosomes	NA	1594646	FALSE
Cephalopachus_bancanus	1601400	autosomes	NA	1601400	FALSE
Cephalopachus_bancanus	1627038	autosomes	NA	1627038	FALSE
Cephalopachus_bancanus	1633973	autosomes	NA	1633973	FALSE
Cephalopachus_bancanus	1634397	autosomes	NA	1634397	FALSE
Cephalopachus_bancanus	1638634	autosomes	NA	1638634	FALSE
Cephalopachus_bancanus	1656270	autosomes	NA	1656270	FALSE
Cephalopachus_bancanus	1661821	autosomes	NA	1661821	FALSE
Cephalopachus_bancanus	1661865	autosomes	NA	1661865	FALSE
Cephalopachus_bancanus	1664443	autosomes	NA	1664443	FALSE
Cephalopachus_bancanus	1668504	autosomes	NA	1668504	FALSE
Cephalopachus_bancanus	1670349	autosomes	NA	1670349	FALSE
Cephalopachus_bancanus	1670379	autosomes	NA	1670379	FALSE
Cephalopachus_bancanus	1672867	autosomes	NA	1672867	FALSE
Cephalopachus_bancanus	1682420	autosomes	NA	1682420	FALSE
Cephalopachus_bancanus	1693825	autosomes	NA	1693825	FALSE
Cephalopachus_bancanus	1696540	autosomes	NA	1696540	FALSE
Cephalopachus_bancanus	1702215	autosomes	NA	1702215	FALSE
Cephalopachus_bancanus	1706495	autosomes	NA	1706495	FALSE
Cephalopachus_bancanus	1706970	autosomes	NA	1706970	FALSE
Cephalopachus_bancanus	1709018	autosomes	NA	1709018	FALSE
Cephalopachus_bancanus	1709321	autosomes	NA	1709321	FALSE
Cephalopachus_bancanus	1714931	autosomes	NA	1714931	FALSE
Cephalopachus_bancanus	1723355	autosomes	NA	1723355	FALSE
Cephalopachus_bancanus	1735554	autosomes	NA	1735554	FALSE
Cephalopachus_bancanus	1735968	autosomes	NA	1735968	FALSE
Cephalopachus_bancanus	1752937	autosomes	NA	1752937	FALSE
Cephalopachus_bancanus	1759627	autosomes	NA	1759627	FALSE
Cephalopachus_bancanus	1763043	autosomes	NA	1763043	FALSE
Cephalopachus_bancanus	1764411	autosomes	NA	1764411	FALSE
Cephalopachus_bancanus	1771857	autosomes	NA	1771857	FALSE
Cephalopachus_bancanus	1782865	autosomes	NA	1782865	FALSE
Cephalopachus_bancanus	1798616	autosomes	NA	1798616	FALSE
Cephalopachus_bancanus	1803928	autosomes	NA	1803928	FALSE
Cephalopachus_bancanus	1820802	autosomes	NA	1820802	FALSE
Cephalopachus_bancanus	1839787	autosomes	NA	1839787	FALSE
Cephalopachus_bancanus	1840742	autosomes	NA	1840742	FALSE
Cephalopachus_bancanus	1847119	autosomes	NA	1847119	FALSE
Cephalopachus_bancanus	1862839	autosomes	NA	1862839	FALSE
Cephalopachus_bancanus	1866795	autosomes	NA	1866795	FALSE
Cephalopachus_bancanus	1877431	autosomes	NA	1877431	FALSE
Cephalopachus_bancanus	1879564	autosomes	NA	1879564	FALSE
Cephalopachus_bancanus	1888897	autosomes	NA	1888897	FALSE
Cephalopachus_bancanus	1900007	autosomes	NA	1900007	FALSE
Cephalopachus_bancanus	1903691	autosomes	NA	1903691	FALSE
Cephalopachus_bancanus	1904506	autosomes	NA	1904506	FALSE
Cephalopachus_bancanus	1920083	autosomes	NA	1920083	FALSE
Cephalopachus_bancanus	1966593	autosomes	NA	1966593	FALSE
Cephalopachus_bancanus	1995337	autosomes	NA	1995337	FALSE
Cephalopachus_bancanus	2008051	autosomes	NA	2008051	FALSE
Cephalopachus_bancanus	2029583	autosomes	NA	2029583	FALSE
Cephalopachus_bancanus	2036617	autosomes	NA	2036617	FALSE
Cephalopachus_bancanus	2040508	autosomes	NA	2040508	FALSE
Cephalopachus_bancanus	2041779	autosomes	NA	2041779	FALSE
Cephalopachus_bancanus	2062216	autosomes	NA	2062216	FALSE
Cephalopachus_bancanus	2075269	autosomes	NA	2075269	FALSE
Cephalopachus_bancanus	2079476	autosomes	NA	2079476	FALSE
Cephalopachus_bancanus	2080689	autosomes	NA	2080689	FALSE
Cephalopachus_bancanus	2088673	autosomes	NA	2088673	FALSE
Cephalopachus_bancanus	2093506	autosomes	NA	2093506	FALSE
Cephalopachus_bancanus	2105517	autosomes	NA	2105517	FALSE
Cephalopachus_bancanus	2120401	autosomes	NA	2120401	FALSE
Cephalopachus_bancanus	2123816	autosomes	NA	2123816	FALSE
Cephalopachus_bancanus	2155709	autosomes	NA	2155709	FALSE
Cephalopachus_bancanus	2158747	autosomes	NA	2158747	FALSE
Cephalopachus_bancanus	2168486	autosomes	NA	2168486	FALSE
Cephalopachus_bancanus	2196519	autosomes	NA	2196519	FALSE
Cephalopachus_bancanus	2199981	autosomes	NA	2199981	FALSE
Cephalopachus_bancanus	2203396	autosomes	NA	2203396	FALSE
Cephalopachus_bancanus	2207277	autosomes	NA	2207277	FALSE
Cephalopachus_bancanus	2207633	autosomes	NA	2207633	FALSE
Cephalopachus_bancanus	2218209	autosomes	NA	2218209	FALSE
Cephalopachus_bancanus	2220079	autosomes	NA	2220079	FALSE
Cephalopachus_bancanus	2228916	autosomes	NA	2228916	FALSE
Cephalopachus_bancanus	2233066	autosomes	NA	2233066	FALSE
Cephalopachus_bancanus	2235373	autosomes	NA	2235373	FALSE
Cephalopachus_bancanus	2251727	autosomes	NA	2251727	FALSE
Cephalopachus_bancanus	2251988	autosomes	NA	2251988	FALSE
Cephalopachus_bancanus	2271625	autosomes	NA	2271625	FALSE
Cephalopachus_bancanus	2285319	autosomes	NA	2285319	FALSE
Cephalopachus_bancanus	2294589	autosomes	NA	2294589	FALSE
Cephalopachus_bancanus	2329086	autosomes	NA	2329086	FALSE
Cephalopachus_bancanus	2335425	autosomes	NA	2335425	FALSE
Cephalopachus_bancanus	2339300	autosomes	NA	2339300	FALSE
Cephalopachus_bancanus	2349601	autosomes	NA	2349601	FALSE
Cephalopachus_bancanus	2357582	autosomes	NA	2357582	FALSE
Cephalopachus_bancanus	2362048	autosomes	NA	2362048	FALSE
Cephalopachus_bancanus	2365471	autosomes	NA	2365471	FALSE
Cephalopachus_bancanus	2379079	autosomes	NA	2379079	FALSE
Cephalopachus_bancanus	2387624	autosomes	NA	2387624	FALSE
Cephalopachus_bancanus	2392363	autosomes	NA	2392363	FALSE
Cephalopachus_bancanus	2399281	autosomes	NA	2399281	FALSE
Cephalopachus_bancanus	2428247	autosomes	NA	2428247	FALSE
Cephalopachus_bancanus	2430939	autosomes	NA	2430939	FALSE
Cephalopachus_bancanus	2433718	autosomes	NA	2433718	FALSE
Cephalopachus_bancanus	2435489	autosomes	NA	2435489	FALSE
Cephalopachus_bancanus	2465301	autosomes	NA	2465301	FALSE
Cephalopachus_bancanus	2481237	autosomes	NA	2481237	FALSE
Cephalopachus_bancanus	2484039	autosomes	NA	2484039	FALSE
Cephalopachus_bancanus	2501806	autosomes	NA	2501806	FALSE
Cephalopachus_bancanus	2512267	autosomes	NA	2512267	FALSE
Cephalopachus_bancanus	2548172	autosomes	NA	2548172	FALSE
Cephalopachus_bancanus	2553271	autosomes	NA	2553271	FALSE
Cephalopachus_bancanus	2559957	autosomes	NA	2559957	FALSE
Cephalopachus_bancanus	2564925	autosomes	NA	2564925	FALSE
Cephalopachus_bancanus	2569026	autosomes	NA	2569026	FALSE
Cephalopachus_bancanus	2587901	autosomes	NA	2587901	FALSE
Cephalopachus_bancanus	2587974	autosomes	NA	2587974	FALSE
Cephalopachus_bancanus	2591243	autosomes	NA	2591243	FALSE
Cephalopachus_bancanus	2606311	autosomes	NA	2606311	FALSE
Cephalopachus_bancanus	2608238	autosomes	NA	2608238	FALSE
Cephalopachus_bancanus	2609706	autosomes	NA	2609706	FALSE
Cephalopachus_bancanus	2632096	autosomes	NA	2632096	FALSE
Cephalopachus_bancanus	2634478	autosomes	NA	2634478	FALSE
Cephalopachus_bancanus	2636692	autosomes	NA	2636692	FALSE
Cephalopachus_bancanus	2665131	autosomes	NA	2665131	FALSE
Cephalopachus_bancanus	2670462	autosomes	NA	2670462	FALSE
Cephalopachus_bancanus	2682729	autosomes	NA	2682729	FALSE
Cephalopachus_bancanus	2685823	autosomes	NA	2685823	FALSE
Cephalopachus_bancanus	2686766	autosomes	NA	2686766	FALSE
Cephalopachus_bancanus	2692460	autosomes	NA	2692460	FALSE
Cephalopachus_bancanus	2714880	autosomes	NA	2714880	FALSE
Cephalopachus_bancanus	2720058	autosomes	NA	2720058	FALSE
Cephalopachus_bancanus	2738782	autosomes	NA	2738782	FALSE
Cephalopachus_bancanus	2752753	autosomes	NA	2752753	FALSE
Cephalopachus_bancanus	2783087	autosomes	NA	2783087	FALSE
Cephalopachus_bancanus	2832549	autosomes	NA	2832549	FALSE
Cephalopachus_bancanus	2851291	autosomes	NA	2851291	FALSE
Cephalopachus_bancanus	2853045	autosomes	NA	2853045	FALSE
Cephalopachus_bancanus	2859120	autosomes	NA	2859120	FALSE
Cephalopachus_bancanus	2870697	autosomes	NA	2870697	FALSE
Cephalopachus_bancanus	2871321	autosomes	NA	2871321	FALSE
Cephalopachus_bancanus	2875052	autosomes	NA	2875052	FALSE
Cephalopachus_bancanus	2918958	autosomes	NA	2918958	FALSE
Cephalopachus_bancanus	2926659	autosomes	NA	2926659	FALSE
Cephalopachus_bancanus	2937216	autosomes	NA	2937216	FALSE
Cephalopachus_bancanus	2965094	autosomes	NA	2965094	FALSE
Cephalopachus_bancanus	3027516	autosomes	NA	3027516	FALSE
Cephalopachus_bancanus	3055002	autosomes	NA	3055002	FALSE
Cephalopachus_bancanus	3067170	autosomes	NA	3067170	FALSE
Cephalopachus_bancanus	3085901	autosomes	NA	3085901	FALSE
Cephalopachus_bancanus	3108036	autosomes	NA	3108036	FALSE
Cephalopachus_bancanus	3109822	autosomes	NA	3109822	FALSE
Cephalopachus_bancanus	3111584	autosomes	NA	3111584	FALSE
Cephalopachus_bancanus	3115970	autosomes	NA	3115970	FALSE
Cephalopachus_bancanus	3125089	autosomes	NA	3125089	FALSE
Cephalopachus_bancanus	3126820	autosomes	NA	3126820	FALSE
Cephalopachus_bancanus	3128735	autosomes	NA	3128735	FALSE
Cephalopachus_bancanus	3142821	autosomes	NA	3142821	FALSE
Cephalopachus_bancanus	3148592	autosomes	NA	3148592	FALSE
Cephalopachus_bancanus	3150724	autosomes	NA	3150724	FALSE
Cephalopachus_bancanus	3159606	autosomes	NA	3159606	FALSE
Cephalopachus_bancanus	3183453	autosomes	NA	3183453	FALSE
Cephalopachus_bancanus	3186264	autosomes	NA	3186264	FALSE
Cephalopachus_bancanus	3193690	autosomes	NA	3193690	FALSE
Cephalopachus_bancanus	3209490	autosomes	NA	3209490	FALSE
Cephalopachus_bancanus	3221752	autosomes	NA	3221752	FALSE
Cephalopachus_bancanus	3231494	autosomes	NA	3231494	FALSE
Cephalopachus_bancanus	3232212	autosomes	NA	3232212	FALSE
Cephalopachus_bancanus	3256171	autosomes	NA	3256171	FALSE
Cephalopachus_bancanus	3269237	autosomes	NA	3269237	FALSE
Cephalopachus_bancanus	3277134	autosomes	NA	3277134	FALSE
Cephalopachus_bancanus	3289495	autosomes	NA	3289495	FALSE
Cephalopachus_bancanus	3291290	autosomes	NA	3291290	FALSE
Cephalopachus_bancanus	3314214	autosomes	NA	3314214	FALSE
Cephalopachus_bancanus	3325314	autosomes	NA	3325314	FALSE
Cephalopachus_bancanus	3335879	autosomes	NA	3335879	FALSE
Cephalopachus_bancanus	3340846	autosomes	NA	3340846	FALSE
Cephalopachus_bancanus	3343280	autosomes	NA	3343280	FALSE
Cephalopachus_bancanus	3352594	autosomes	NA	3352594	FALSE
Cephalopachus_bancanus	3353289	autosomes	NA	3353289	FALSE
Cephalopachus_bancanus	3361884	autosomes	NA	3361884	FALSE
Cephalopachus_bancanus	3377999	autosomes	NA	3377999	FALSE
Cephalopachus_bancanus	3393979	autosomes	NA	3393979	FALSE
Cephalopachus_bancanus	3412164	autosomes	NA	3412164	FALSE
Cephalopachus_bancanus	3428922	autosomes	NA	3428922	FALSE
Cephalopachus_bancanus	3434490	autosomes	NA	3434490	FALSE
Cephalopachus_bancanus	3434696	autosomes	NA	3434696	FALSE
Cephalopachus_bancanus	3466632	autosomes	NA	3466632	FALSE
Cephalopachus_bancanus	3471412	autosomes	NA	3471412	FALSE
Cephalopachus_bancanus	3506818	autosomes	NA	3506818	FALSE
Cephalopachus_bancanus	3510657	autosomes	NA	3510657	FALSE
Cephalopachus_bancanus	3522518	autosomes	NA	3522518	FALSE
Cephalopachus_bancanus	3565504	autosomes	NA	3565504	FALSE
Cephalopachus_bancanus	3566070	autosomes	NA	3566070	FALSE
Cephalopachus_bancanus	3599244	autosomes	NA	3599244	FALSE
Cephalopachus_bancanus	3665258	autosomes	NA	3665258	FALSE
Cephalopachus_bancanus	3673538	autosomes	NA	3673538	FALSE
Cephalopachus_bancanus	3681392	autosomes	NA	3681392	FALSE
Cephalopachus_bancanus	3686321	autosomes	NA	3686321	FALSE
Cephalopachus_bancanus	3687383	autosomes	NA	3687383	FALSE
Cephalopachus_bancanus	3694915	autosomes	NA	3694915	FALSE
Cephalopachus_bancanus	3709334	autosomes	NA	3709334	FALSE
Cephalopachus_bancanus	3717512	autosomes	NA	3717512	FALSE
Cephalopachus_bancanus	3719526	autosomes	NA	3719526	FALSE
Cephalopachus_bancanus	3719973	autosomes	NA	3719973	FALSE
Cephalopachus_bancanus	3734986	autosomes	NA	3734986	FALSE
Cephalopachus_bancanus	3754903	autosomes	NA	3754903	FALSE
Cephalopachus_bancanus	3759249	autosomes	NA	3759249	FALSE
Cephalopachus_bancanus	3769297	autosomes	NA	3769297	FALSE
Cephalopachus_bancanus	3785694	autosomes	NA	3785694	FALSE
Cephalopachus_bancanus	3794021	autosomes	NA	3794021	FALSE
Cephalopachus_bancanus	3806535	autosomes	NA	3806535	FALSE
Cephalopachus_bancanus	3825208	autosomes	NA	3825208	FALSE
Cephalopachus_bancanus	3839743	autosomes	NA	3839743	FALSE
Cephalopachus_bancanus	3859719	autosomes	NA	3859719	FALSE
Cephalopachus_bancanus	3862520	autosomes	NA	3862520	FALSE
Cephalopachus_bancanus	3868634	autosomes	NA	3868634	FALSE
Cephalopachus_bancanus	3874905	autosomes	NA	3874905	FALSE
Cephalopachus_bancanus	3879302	autosomes	NA	3879302	FALSE
Cephalopachus_bancanus	3890101	autosomes	NA	3890101	FALSE
Cephalopachus_bancanus	3894518	autosomes	NA	3894518	FALSE
Cephalopachus_bancanus	3904596	autosomes	NA	3904596	FALSE
Cephalopachus_bancanus	3909680	autosomes	NA	3909680	FALSE
Cephalopachus_bancanus	3936231	autosomes	NA	3936231	FALSE
Cephalopachus_bancanus	3940128	autosomes	NA	3940128	FALSE
Cephalopachus_bancanus	3957454	autosomes	NA	3957454	FALSE
Cephalopachus_bancanus	3959235	autosomes	NA	3959235	FALSE
Cephalopachus_bancanus	4006140	autosomes	NA	4006140	FALSE
Cephalopachus_bancanus	4011031	autosomes	NA	4011031	FALSE
Cephalopachus_bancanus	4014635	autosomes	NA	4014635	FALSE
Cephalopachus_bancanus	4028048	autosomes	NA	4028048	FALSE
Cephalopachus_bancanus	4029348	autosomes	NA	4029348	FALSE
Cephalopachus_bancanus	4058737	autosomes	NA	4058737	FALSE
Cephalopachus_bancanus	4121078	autosomes	NA	4121078	FALSE
Cephalopachus_bancanus	4133678	autosomes	NA	4133678	FALSE
Cephalopachus_bancanus	4143776	autosomes	NA	4143776	FALSE
Cephalopachus_bancanus	4149227	autosomes	NA	4149227	FALSE
Cephalopachus_bancanus	4159084	autosomes	NA	4159084	FALSE
Cephalopachus_bancanus	4167272	autosomes	NA	4167272	FALSE
Cephalopachus_bancanus	4227818	autosomes	NA	4227818	FALSE
Cephalopachus_bancanus	4239841	autosomes	NA	4239841	FALSE
Cephalopachus_bancanus	4245919	autosomes	NA	4245919	FALSE
Cephalopachus_bancanus	4258519	autosomes	NA	4258519	FALSE
Cephalopachus_bancanus	4268615	autosomes	NA	4268615	FALSE
Cephalopachus_bancanus	4322674	autosomes	NA	4322674	FALSE
Cephalopachus_bancanus	4330371	autosomes	NA	4330371	FALSE
Cephalopachus_bancanus	4436184	autosomes	NA	4436184	FALSE
Cephalopachus_bancanus	4453314	autosomes	NA	4453314	FALSE
Cephalopachus_bancanus	4475801	autosomes	NA	4475801	FALSE
Cephalopachus_bancanus	4501804	autosomes	NA	4501804	FALSE
Cephalopachus_bancanus	4513921	autosomes	NA	4513921	FALSE
Cephalopachus_bancanus	4523734	autosomes	NA	4523734	FALSE
Cephalopachus_bancanus	4534922	autosomes	NA	4534922	FALSE
Cephalopachus_bancanus	4536096	autosomes	NA	4536096	FALSE
Cephalopachus_bancanus	4538740	autosomes	NA	4538740	FALSE
Cephalopachus_bancanus	4549130	autosomes	NA	4549130	FALSE
Cephalopachus_bancanus	4587455	autosomes	NA	4587455	FALSE
Cephalopachus_bancanus	4603658	autosomes	NA	4603658	FALSE
Cephalopachus_bancanus	4612758	autosomes	NA	4612758	FALSE
Cephalopachus_bancanus	4625277	autosomes	NA	4625277	FALSE
Cephalopachus_bancanus	4633513	autosomes	NA	4633513	FALSE
Cephalopachus_bancanus	4649686	autosomes	NA	4649686	FALSE
Cephalopachus_bancanus	4689425	autosomes	NA	4689425	FALSE
Cephalopachus_bancanus	4726621	autosomes	NA	4726621	FALSE
Cephalopachus_bancanus	4768953	autosomes	NA	4768953	FALSE
Cephalopachus_bancanus	4780722	autosomes	NA	4780722	FALSE
Cephalopachus_bancanus	4832015	autosomes	NA	4832015	FALSE
Cephalopachus_bancanus	4832443	autosomes	NA	4832443	FALSE
Cephalopachus_bancanus	4836940	autosomes	NA	4836940	FALSE
Cephalopachus_bancanus	4844544	autosomes	NA	4844544	FALSE
Cephalopachus_bancanus	4897421	autosomes	NA	4897421	FALSE
Cephalopachus_bancanus	4931717	autosomes	NA	4931717	FALSE
Cephalopachus_bancanus	4933992	autosomes	NA	4933992	FALSE
Cephalopachus_bancanus	4970512	autosomes	NA	4970512	FALSE
Cephalopachus_bancanus	4999120	autosomes	NA	4999120	FALSE
Cephalopachus_bancanus	5059323	autosomes	NA	5059323	FALSE
Cephalopachus_bancanus	5070818	autosomes	NA	5070818	FALSE
Cephalopachus_bancanus	5090958	autosomes	NA	5090958	FALSE
Cephalopachus_bancanus	5097582	autosomes	NA	5097582	FALSE
Cephalopachus_bancanus	5111861	autosomes	NA	5111861	FALSE
Cephalopachus_bancanus	5199572	autosomes	NA	5199572	FALSE
Cephalopachus_bancanus	5219020	autosomes	NA	5219020	FALSE
Cephalopachus_bancanus	5252243	autosomes	NA	5252243	FALSE
Cephalopachus_bancanus	5275693	autosomes	NA	5275693	FALSE
Cephalopachus_bancanus	5282668	autosomes	NA	5282668	FALSE
Cephalopachus_bancanus	5308582	autosomes	NA	5308582	FALSE
Cephalopachus_bancanus	5326173	autosomes	NA	5326173	FALSE
Cephalopachus_bancanus	5332471	autosomes	NA	5332471	FALSE
Cephalopachus_bancanus	5342825	autosomes	NA	5342825	FALSE
Cephalopachus_bancanus	5350423	autosomes	NA	5350423	FALSE
Cephalopachus_bancanus	5360144	autosomes	NA	5360144	FALSE
Cephalopachus_bancanus	5373714	autosomes	NA	5373714	FALSE
Cephalopachus_bancanus	5384438	autosomes	NA	5384438	FALSE
Cephalopachus_bancanus	5407533	autosomes	NA	5407533	FALSE
Cephalopachus_bancanus	5468736	autosomes	NA	5468736	FALSE
Cephalopachus_bancanus	5530898	autosomes	NA	5530898	FALSE
Cephalopachus_bancanus	5594021	autosomes	NA	5594021	FALSE
Cephalopachus_bancanus	5635488	autosomes	NA	5635488	FALSE
Cephalopachus_bancanus	5653945	autosomes	NA	5653945	FALSE
Cephalopachus_bancanus	5702047	autosomes	NA	5702047	FALSE
Cephalopachus_bancanus	5717269	autosomes	NA	5717269	FALSE
Cephalopachus_bancanus	5752075	autosomes	NA	5752075	FALSE
Cephalopachus_bancanus	5771752	autosomes	NA	5771752	FALSE
Cephalopachus_bancanus	5779917	autosomes	NA	5779917	FALSE
Cephalopachus_bancanus	5836588	autosomes	NA	5836588	FALSE
Cephalopachus_bancanus	5921364	autosomes	NA	5921364	FALSE
Cephalopachus_bancanus	5932479	autosomes	NA	5932479	FALSE
Cephalopachus_bancanus	5933469	autosomes	NA	5933469	FALSE
Cephalopachus_bancanus	6125446	autosomes	NA	6125446	FALSE
Cephalopachus_bancanus	6146273	autosomes	NA	6146273	FALSE
Cephalopachus_bancanus	6177979	autosomes	NA	6177979	FALSE
Cephalopachus_bancanus	6189931	autosomes	NA	6189931	FALSE
Cephalopachus_bancanus	6246042	autosomes	NA	6246042	FALSE
Cephalopachus_bancanus	6292956	autosomes	NA	6292956	FALSE
Cephalopachus_bancanus	6299392	autosomes	NA	6299392	FALSE
Cephalopachus_bancanus	6395504	autosomes	NA	6395504	FALSE
Cephalopachus_bancanus	6461201	autosomes	NA	6461201	FALSE
Cephalopachus_bancanus	6621284	autosomes	NA	6621284	FALSE
Cephalopachus_bancanus	6632693	autosomes	NA	6632693	FALSE
Cephalopachus_bancanus	6671627	autosomes	NA	6671627	FALSE
Cephalopachus_bancanus	6676375	autosomes	NA	6676375	FALSE
Cephalopachus_bancanus	6706414	autosomes	NA	6706414	FALSE
Cephalopachus_bancanus	6770070	autosomes	NA	6770070	FALSE
Cephalopachus_bancanus	6770999	autosomes	NA	6770999	FALSE
Cephalopachus_bancanus	6800790	autosomes	NA	6800790	FALSE
Cephalopachus_bancanus	6836951	autosomes	NA	6836951	FALSE
Cephalopachus_bancanus	6843142	autosomes	NA	6843142	FALSE
Cephalopachus_bancanus	6901584	autosomes	NA	6901584	FALSE
Cephalopachus_bancanus	6969389	autosomes	NA	6969389	FALSE
Cephalopachus_bancanus	7007429	autosomes	NA	7007429	FALSE
Cephalopachus_bancanus	7019020	autosomes	NA	7019020	FALSE
Cephalopachus_bancanus	7021768	autosomes	NA	7021768	FALSE
Cephalopachus_bancanus	7051912	autosomes	NA	7051912	FALSE
Cephalopachus_bancanus	7091897	autosomes	NA	7091897	FALSE
Cephalopachus_bancanus	7139287	autosomes	NA	7139287	FALSE
Cephalopachus_bancanus	7145442	autosomes	NA	7145442	FALSE
Cephalopachus_bancanus	7177659	autosomes	NA	7177659	FALSE
Cephalopachus_bancanus	7193096	autosomes	NA	7193096	FALSE
Cephalopachus_bancanus	7307410	autosomes	NA	7307410	FALSE
Cephalopachus_bancanus	7334146	autosomes	NA	7334146	FALSE
Cephalopachus_bancanus	7441434	autosomes	NA	7441434	FALSE
Cephalopachus_bancanus	7447618	autosomes	NA	7447618	FALSE
Cephalopachus_bancanus	7467699	autosomes	NA	7467699	FALSE
Cephalopachus_bancanus	7470598	autosomes	NA	7470598	FALSE
Cephalopachus_bancanus	7497290	autosomes	NA	7497290	FALSE
Cephalopachus_bancanus	7509437	autosomes	NA	7509437	FALSE
Cephalopachus_bancanus	7619776	autosomes	NA	7619776	FALSE
Cephalopachus_bancanus	7637601	autosomes	NA	7637601	FALSE
Cephalopachus_bancanus	7680284	autosomes	NA	7680284	FALSE
Cephalopachus_bancanus	8263347	autosomes	NA	8263347	FALSE
Cephalopachus_bancanus	8346957	autosomes	NA	8346957	FALSE
Cephalopachus_bancanus	8551275	autosomes	NA	8551275	FALSE
Cephalopachus_bancanus	8560304	autosomes	NA	8560304	FALSE
Cephalopachus_bancanus	8574883	autosomes	NA	8574883	FALSE
Cephalopachus_bancanus	8627541	autosomes	NA	8627541	FALSE
Cephalopachus_bancanus	8634730	autosomes	NA	8634730	FALSE
Cephalopachus_bancanus	8678523	autosomes	NA	8678523	FALSE
Cephalopachus_bancanus	8695586	autosomes	NA	8695586	FALSE
Cephalopachus_bancanus	8805431	autosomes	NA	8805431	FALSE
Cephalopachus_bancanus	8951364	autosomes	NA	8951364	FALSE
Cephalopachus_bancanus	8985270	autosomes	NA	8985270	FALSE
Cephalopachus_bancanus	8988151	autosomes	NA	8988151	FALSE
Cephalopachus_bancanus	9024014	autosomes	NA	9024014	FALSE
Cephalopachus_bancanus	9030555	autosomes	NA	9030555	FALSE
Cephalopachus_bancanus	9042217	autosomes	NA	9042217	FALSE
Cephalopachus_bancanus	9075790	autosomes	NA	9075790	FALSE
Cephalopachus_bancanus	9146427	autosomes	NA	9146427	FALSE
Cephalopachus_bancanus	9150398	autosomes	NA	9150398	FALSE
Cephalopachus_bancanus	9343930	autosomes	NA	9343930	FALSE
Cephalopachus_bancanus	9393043	autosomes	NA	9393043	FALSE
Cephalopachus_bancanus	9428082	autosomes	NA	9428082	FALSE
Cephalopachus_bancanus	9458561	autosomes	NA	9458561	FALSE
Cephalopachus_bancanus	9544813	autosomes	NA	9544813	FALSE
Cephalopachus_bancanus	9606282	autosomes	NA	9606282	FALSE
Cephalopachus_bancanus	9733616	autosomes	NA	9733616	FALSE
Cephalopachus_bancanus	9734495	autosomes	NA	9734495	FALSE
Cephalopachus_bancanus	10023034	autosomes	NA	10023034	FALSE
Cephalopachus_bancanus	10044544	autosomes	NA	10044544	FALSE
Cephalopachus_bancanus	10239827	autosomes	NA	10239827	FALSE
Cephalopachus_bancanus	10407465	autosomes	NA	10407465	FALSE
Cephalopachus_bancanus	10422143	autosomes	NA	10422143	FALSE
Cephalopachus_bancanus	10486992	autosomes	NA	10486992	FALSE
Cephalopachus_bancanus	10515249	autosomes	NA	10515249	FALSE
Cephalopachus_bancanus	10684878	autosomes	NA	10684878	FALSE
Cephalopachus_bancanus	10698968	autosomes	NA	10698968	FALSE
Cephalopachus_bancanus	10740304	autosomes	NA	10740304	FALSE
Cephalopachus_bancanus	10748043	autosomes	NA	10748043	FALSE
Cephalopachus_bancanus	10829559	autosomes	NA	10829559	FALSE
Cephalopachus_bancanus	11005708	autosomes	NA	11005708	FALSE
Cephalopachus_bancanus	11017678	autosomes	NA	11017678	FALSE
Cephalopachus_bancanus	11061902	autosomes	NA	11061902	FALSE
Cephalopachus_bancanus	11278143	autosomes	NA	11278143	FALSE
Cephalopachus_bancanus	11402434	autosomes	NA	11402434	FALSE
Cephalopachus_bancanus	11409471	autosomes	NA	11409471	FALSE
Cephalopachus_bancanus	11479839	autosomes	NA	11479839	FALSE
Cephalopachus_bancanus	11547855	autosomes	NA	11547855	FALSE
Cephalopachus_bancanus	11625557	autosomes	NA	11625557	FALSE
Cephalopachus_bancanus	11652207	autosomes	NA	11652207	FALSE
Cephalopachus_bancanus	11859083	autosomes	NA	11859083	FALSE
Cephalopachus_bancanus	12101589	autosomes	NA	12101589	FALSE
Cephalopachus_bancanus	12138397	autosomes	NA	12138397	FALSE
Cephalopachus_bancanus	12284825	autosomes	NA	12284825	FALSE
Cephalopachus_bancanus	12525843	autosomes	NA	12525843	FALSE
Cephalopachus_bancanus	12545965	autosomes	NA	12545965	FALSE
