ID	ID_PGDP	group	family	genus	species	subspecies	species_full	species_short	species_genotyping	reference	SEX	len_chrA	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_chrY_contigs_shorter_than_1Mb	total_seq_chrA	total_seq_chrX	total_seq_chrY	len_cov_chrA	len_cov_chrX	len_cov_chrY	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_gw	rel_frac_cov_YX	nonN_frac	frac_cov_gw_cor	threshold	threshold_chrX	good_frac_cov	cov_chrA	cov_chrX	cov_chrY	cov_gw	rel_cov_chrX	gSEX	gSEX_source	callable_chrA	callable_chrX	GT00_chrA	GT01_chrA	GT11_chrA	GTmis_chrA	GT00_chrX	GT0_chrX	GT01_chrX	GT11_chrX	GT1_chrX	GTmis_chrX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	hem_alt_chrX	rel_chrX_hom_alt	mis_chrA	mis_chrX	div_chrA	clade	subclade_split	sample_used_for_q	q25_div_chrA	q50_div_chrA	q75_div_chrA	q25_frac_cov_chrA	q50_frac_cov_chrA	q75_frac_cov_chrA	zscore_div_chrA	zscore_frac_cov_chrA	dupl_group	remove_as_duplicate	low_mis	low_frac_cov_qc	high_div_chrA_qc	high_mis_qc	low_div_chrA_qc	masterQC	manual_fix	reason	finalQC	Kuderna_AB_QC	Kuderna_COV_QC	relatives	remove_as_relative	generation	founder	remove_manual	pedigree_source	MQ1kb	MQ1Mb	total_reads	mapped_reads	properly_paired_reads	f_mapped_reads
SAMN38317325	SAMN38317325	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	77253767203	4196413276	38253707	2845613126	158840192	3243963	0.9878	0.9797	0.1894	0.9829	0.1934	1	0.9829	0.9	0.9	TRUE	27.1484	26.4191	11.7923	27.0933	0.9731	F	chrX	2593059108	141457714	102390932	8991736	5643350	4217784	2817874	NA	258781	256116	NA	127942	0.0034676	0.0018294	0.5275634	0.0021763	0.0018105	NA	0.8319275	0.0016266	0.0009045	0.0039101	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.1086	-0.2535	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.2353	53.2356	561484224	550805007	521636706	0.981
SAMN38317326	SAMN38317326	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	73604239416	3981467586	37319730	2846038916	158954895	2895363	0.9879	0.9804	0.1691	0.983	0.1725	1	0.983	0.9	0.9	TRUE	25.862	25.0478	12.8895	25.8065	0.9685	F	chrX	2593059108	141457714	101776619	9130960	5533227	4802996	2791637	NA	267131	254724	NA	147221	0.0035213	0.0018884	0.5362825	0.0021339	0.0018007	NA	0.8438731	0.0018523	0.0010407	0.0038945	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.2333	-0.1972	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.368	53.3682	535831696	525188340	494468110	0.98
SAMN38317327	SAMN38317327	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	90136014377	4898474459	45279592	2848528776	159176900	2929225	0.9888	0.9818	0.1711	0.9839	0.1742	1	0.9839	0.9	0.9	TRUE	31.643	30.7738	15.4579	31.5813	0.9725	F	chrX	2593059108	141457714	103168372	9107130	5618814	3349486	2831759	NA	273334	253436	NA	102184	0.0035121	0.0019323	0.5501713	0.0021669	0.0017916	NA	0.8268171	0.0012917	0.0007224	0.0039229	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.3885	0.3099	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.0355	53.0358	656314066	643280204	604873708	0.98
SAMN38317328	SAMN38317328	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	76245501915	4106337179	40851596	2842181507	158492832	2867106	0.9866	0.9776	0.1674	0.9815	0.1713	1	0.9815	0.9	0.9	TRUE	26.8264	25.9087	14.2484	26.766	0.9658	F	chrX	2593059108	141457714	102326560	9199252	5553388	4164602	2799537	NA	279157	248763	NA	133256	0.0035476	0.0019734	0.5562651	0.0021416	0.0017586	NA	0.8211331	0.0016061	0.000942	0.0039155	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.225	-0.9296	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.2017	53.202	554098964	543389566	521445574	0.981
SAMN38317329	SAMN38317329	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	76322383665	4131773072	38372578	2851793203	159208314	2917583	0.9899	0.982	0.1704	0.9849	0.1735	1	0.9849	0.9	0.9	TRUE	26.7629	25.952	13.1522	26.7069	0.9697	F	chrX	2593059108	141457714	101496347	8989418	5583224	5174813	2794556	NA	260658	252723	NA	152776	0.0034667	0.0018427	0.5315269	0.0021531	0.0017866	NA	0.8297466	0.0019956	0.00108	0.0038865	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.4087	0.9296	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	52.7132	52.7135	555944584	545316284	513266656	0.981
SAMN38317330	SAMN38317330	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	75591213254	4117026798	39517205	2846264838	158918152	2896290	0.988	0.9802	0.1691	0.983	0.1725	1	0.983	0.9	0.9	TRUE	26.558	25.9066	13.6441	26.5112	0.9755	F	chrX	2593059108	141457714	102145653	8985282	5622077	4490790	2796853	NA	279100	248420	NA	136340	0.0034651	0.001973	0.5693953	0.0021681	0.0017561	NA	0.8099823	0.0017319	0.0009638	0.0039007	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.0982	-0.1408	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.3589	53.3592	550587916	539577830	508049086	0.98
SAMN38317331	SAMN38317331	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	87238451291	4701198941	43938287	2849884359	159110423	2908340	0.9893	0.9814	0.1698	0.9843	0.1731	1	0.9843	0.9	0.9	TRUE	30.6112	29.5468	15.1077	30.54	0.9652	F	chrX	2593059108	141457714	103057298	8986073	5685217	3515214	2826804	NA	264652	259380	NA	109877	0.0034654	0.0018709	0.5398723	0.0021925	0.0018336	NA	0.8363253	0.0013556	0.0007767	0.0039252	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.4381	0.5915	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	52.9528	52.9531	635216184	622409719	582399098	0.98
SAMN38317332	SAMN38317332	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	79394935459	4314683954	39449549	2850434820	159103243	2917571	0.9895	0.9814	0.1704	0.9845	0.1736	1	0.9845	0.9	0.9	TRUE	27.8536	27.1188	13.5214	27.8009	0.9736	F	chrX	2593059108	141457714	101848867	9376716	5434741	4583478	2788685	NA	284100	247891	NA	140037	0.0036161	0.0020084	0.5554005	0.0020959	0.0017524	NA	0.8361182	0.0017676	0.00099	0.0039039	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.0275	0.7042	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.2257	53.226	579382262	566853609	528537558	0.978
SAMN38317333	SAMN38317333	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	71746071254	3848091063	37648086	2844163995	158612779	2858808	0.9873	0.9783	0.1669	0.9822	0.1706	1	0.9822	0.9	0.9	TRUE	25.2257	24.2609	13.1692	25.1633	0.9618	F	chrX	2593059108	141457714	100902594	9098206	5459988	5783014	2762668	NA	262638	251585	NA	183822	0.0035087	0.0018567	0.5291607	0.0021056	0.0017785	NA	0.844654	0.0022302	0.0012995	0.00386	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.9897	-0.5352	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN38317322	TRUE	F1	FALSE	NA	ncbi	52.9986	52.9989	520754256	511624788	492226604	0.982
SAMN38317334	SAMN38317334	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	79481866309	4316545915	39679013	2850038142	159101234	2902876	0.9893	0.9813	0.1695	0.9843	0.1727	1	0.9843	0.9	0.9	TRUE	27.888	27.1308	13.6689	27.8343	0.9728	F	chrX	2593059108	141457714	101946161	9136274	5465067	4696300	2794932	NA	273814	248958	NA	143009	0.0035234	0.0019357	0.5493793	0.0021076	0.0017599	NA	0.8350575	0.0018111	0.001011	0.0038693	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.7862	0.5915	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.2579	53.2582	579846660	567659722	534885202	0.979
SAMN38317335	SAMN38317335	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	82910391432	4481130671	44078434	2850964921	159336708	3456097	0.9896	0.9828	0.2018	0.9849	0.2054	1	0.9849	0.9	0.9	TRUE	29.0815	28.1237	12.7538	29.0122	0.9671	F	chrX	2593059108	141457714	102447836	9112960	5559353	4123653	2805526	NA	276113	252275	NA	126799	0.0035144	0.0019519	0.5554093	0.0021439	0.0017834	NA	0.8318322	0.0015903	0.0008964	0.0039011	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.0888	0.7606	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.1701	53.1704	607571810	593194681	546460438	0.976
SAMN38317336	SAMN38317336	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	76600479259	4109719776	40066346	2844037272	158689359	2846788	0.9872	0.9788	0.1662	0.9822	0.1698	1	0.9822	0.9	0.9	TRUE	26.9337	25.8979	14.0742	26.8668	0.9615	F	chrX	2593059108	141457714	101869476	8894530	5636503	4843293	2791272	NA	265864	251580	NA	151997	0.0034301	0.0018795	0.5479265	0.0021737	0.0017785	NA	0.8181862	0.0018678	0.0010745	0.0038888	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.3594	-0.5915	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	52.6487	52.649	555811414	546114242	525750938	0.983
SAMN38317337	SAMN38317337	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	85734843054	4690238827	42601731	2847221669	159629527	2888732	0.9883	0.9846	0.1687	0.9836	0.1713	1	0.9836	0.9	0.9	TRUE	30.1118	29.382	14.7476	30.0583	0.9758	F	chrX	2593059108	141457714	102801399	9120471	5647064	3674868	2819300	NA	277272	251559	NA	112582	0.0035173	0.0019601	0.5572814	0.0021778	0.0017783	NA	0.8165879	0.0014172	0.0007959	0.0039364	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.6832	0.0282	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.0897	53.09	626457984	612499760	566905852	0.978
SAMN38317338	SAMN38317338	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	74948891048	4054045292	38642094	2847540494	158877065	2877859	0.9885	0.98	0.1681	0.9834	0.1715	1	0.9834	0.9	0.9	TRUE	26.3206	25.5169	13.4274	26.2658	0.9695	F	chrX	2593059108	141457714	102151518	8886838	5563054	4642392	2802846	NA	261431	254590	NA	141846	0.0034272	0.0018481	0.5392568	0.0021454	0.0017998	NA	0.8389071	0.0017903	0.0010027	0.0038589	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-1.0118	0.1408	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.213	53.2133	546250636	534938317	503872824	0.979
SAMN38317339	SAMN38317339	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	86439798108	4699051204	44633817	2847746169	159167901	2929708	0.9885	0.9817	0.1711	0.9836	0.1743	1	0.9836	0.9	0.9	TRUE	30.3538	29.5226	15.2349	30.2951	0.9726	F	chrX	2593059108	141457714	103010309	9085341	5626342	3521810	2827108	NA	271637	252738	NA	109230	0.0035037	0.0019203	0.5480668	0.0021698	0.0017867	NA	0.8234367	0.0013582	0.0007722	0.0039216	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.3601	0.1408	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.2508	53.2511	629817896	617160653	581080468	0.98
SAMN38317340	SAMN38317340	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	75811690659	4107654821	38458160	2848891932	158992330	2909706	0.9889	0.9807	0.1699	0.9839	0.1733	1	0.9839	0.9	0.9	TRUE	26.6109	25.8356	13.2172	26.557	0.9709	F	chrX	2593059108	141457714	101741395	9118289	5567805	4816313	2788499	NA	276059	250647	NA	145508	0.0035164	0.0019515	0.5549762	0.0021472	0.0017719	NA	0.8252096	0.0018574	0.0010286	0.0039054	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.005	0.3662	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.1998	53.2001	554797536	542389323	506369096	0.978
SAMN38317341	SAMN38317341	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	89747465348	4826577493	46529833	2851671022	159173734	3639304	0.9899	0.9818	0.2125	0.9851	0.2165	1	0.9851	0.9	0.9	TRUE	31.4719	30.3227	12.7854	31.3886	0.9635	F	chrX	2593059108	141457714	103216988	9218554	5599577	3208683	2831136	NA	273261	255746	NA	100570	0.0035551	0.0019318	0.5433762	0.0021594	0.0018079	NA	0.8372196	0.0012374	0.000711	0.003937	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.6964	0.9296	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.3562	53.3565	652584642	640313709	606228994	0.981
SAMN38317342	SAMN38317342	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	M	2880787584	0	162126770	0	17124582	0	81105501166	2350524099	263268184	2848915417	158505473	17103946	0.9889	0.9777	0.9988	0.9884	1.0216	1	0.9884	0.9	0.9	TRUE	28.4689	14.8293	15.3922	27.6801	0.5209	M	chrX	2593059108	141457714	102817757	9002500	5707332	3716213	NA	2987541	NA	NA	395449	77723	0.0034718	NA	NA	0.002201	NA	0.0027955	NA	0.0014331	0.0005494	0.0039369	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.6941	0.3662	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN38317299;SAMN38317314	TRUE	P	TRUE	FALSE	ncbi	52.7739	52.7742	577744294	566396133	535412944	0.98
SAMN38317343	SAMN38317343	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	M	2880787584	0	162126770	0	17124582	0	76189112549	2289186476	238306075	2846352196	158628068	16818150	0.988	0.9784	0.9821	0.9875	1.0038	1	0.9875	0.9	0.9	TRUE	26.7673	14.4312	14.1696	26.0496	0.5391	M	chrX	2593059108	141457714	101480017	9085674	5516546	5161565	NA	2957692	NA	NA	387379	115642	0.0035038	NA	NA	0.0021274	NA	0.0027385	NA	0.0019905	0.0008175	0.0038793	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.5652	-0.1408	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN38317309	TRUE	F1	FALSE	NA	ncbi	52.3186	52.3189	543565300	532433292	501295848	0.98
SAMN38317344	SAMN38317344	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	74284689207	3996419712	39397725	2844711525	158753903	2866749	0.9875	0.9792	0.1674	0.9824	0.171	1	0.9824	0.9	0.9	TRUE	26.1133	25.1737	13.743	26.0518	0.964	F	chrX	2593059108	141457714	102330227	9005701	5636867	4271007	2800673	NA	273131	253008	NA	133901	0.003473	0.0019308	0.5559545	0.0021738	0.0017886	NA	0.8227772	0.0016471	0.0009466	0.0039103	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.1128	-0.4225	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	52.8923	52.8926	540489158	529703464	502971052	0.98
SAMN38317345	SAMN38317345	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	77972601044	4256592292	36407235	2848214380	158918010	2878644	0.9887	0.9802	0.1681	0.9837	0.1715	1	0.9837	0.9	0.9	TRUE	27.376	26.7848	12.6474	27.3307	0.9784	F	chrX	2593059108	141457714	102101234	8503851	5720951	4917766	2814049	NA	239747	262184	NA	144733	0.0032795	0.0016948	0.516801	0.0022063	0.0018534	NA	0.840086	0.0018965	0.0010232	0.003846	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-1.2954	0.2535	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.2613	53.2616	568446350	556373650	524578006	0.979
SAMN38317346	SAMN38317346	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	M	2880787584	0	162126770	0	17124582	0	80814542445	2358105885	276688353	2847685034	158798649	16952775	0.9885	0.9795	0.99	0.988	1.0107	1	0.988	0.9	0.9	TRUE	28.379	14.8497	16.3211	27.6008	0.5233	M	chrX	2593059108	141457714	102666381	9011129	5620189	3946103	NA	3001403	NA	NA	391834	67476	0.0034751	NA	NA	0.0021674	NA	0.00277	NA	0.0015218	0.000477	0.0039049	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.005	0.1408	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.1746	53.1748	576729406	565044411	533032614	0.98
SAMN38317347	SAMN38317347	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	M	2880787584	0	162126770	0	17124582	0	85516297793	2481417360	271296787	2850042824	158701780	16865025	0.9893	0.9789	0.9848	0.9887	1.0061	1	0.9887	0.9	0.9	TRUE	30.0053	15.6357	16.0864	29.174	0.5211	M	chrX	2593059108	141457714	103392308	8888552	5721314	3241628	NA	3013472	NA	NA	389893	57348	0.0034278	NA	NA	0.0022064	NA	0.0027563	NA	0.0012501	0.0004054	0.0039203	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.3312	0.5915	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.0565	53.0568	609203378	596905585	560829458	0.98
SAMN38317348	SAMN38317348	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	M	2880787584	0	162126770	0	17124582	0	79107360608	2317148206	274664442	2846626135	158656774	16840961	0.9881	0.9786	0.9834	0.9876	1.0049	1	0.9876	0.9	0.9	TRUE	27.7899	14.6048	16.3093	27.0337	0.5255	M	chrX	2593059108	141457714	102354410	9371129	5476275	4041988	NA	2976856	NA	NA	405394	78463	0.0036139	NA	NA	0.0021119	NA	0.0028658	NA	0.0015588	0.0005547	0.0039189	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	0.2995	-0.0845	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.2731	53.2733	564436814	552693932	519248164	0.979
SAMN38317349	SAMN38317349	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	M	2880787584	0	162126770	0	17124582	0	81018520083	2349534143	288505872	2846739069	158443926	16922893	0.9882	0.9773	0.9882	0.9876	1.0112	1	0.9876	0.9	0.9	TRUE	28.4601	14.8288	17.0483	27.6815	0.521	M	chrX	2593059108	141457714	103046742	8886904	5674898	3635258	NA	2989502	NA	NA	391568	79643	0.0034272	NA	NA	0.0021885	NA	0.0027681	NA	0.0014019	0.000563	0.0039021	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.0675	-0.0282	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	SAMN38317302	FALSE	P	TRUE	NA	ncbi	52.6427	52.643	578148778	566804447	540114298	0.98
SAMN38317350	SAMN38317350	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	74413006174	4000148415	38598338	2846933490	158812878	2862598	0.9882	0.9796	0.1672	0.9832	0.1707	1	0.9832	0.9	0.9	TRUE	26.138	25.1878	13.4837	26.0758	0.9636	F	chrX	2593059108	141457714	102126192	8814213	5660216	4643181	2799561	NA	261858	257073	NA	142221	0.0033992	0.0018511	0.544588	0.0021828	0.0018173	NA	0.8325479	0.0017906	0.0010054	0.0038824	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.4982	-0.0282	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	52.7478	52.7481	541773866	531014884	504573808	0.98
SAMN38317351	SAMN38317351	OWM	Cercopithecidae	Macaca	fascicularis	ssp	Macaca_fascicularis_ssp	M.fascicularis_ssp	Macaca_fascicularis_ssp	Macaca_fascicularis	F	2880787584	0	162126770	0	17124582	0	79055208040	4261977737	41410035	2845765770	158634790	2875861	0.9878	0.9785	0.1679	0.9828	0.1716	1	0.9828	0.9	0.9	TRUE	27.7799	26.8666	14.3992	27.719	0.9671	F	chrX	2593059108	141457714	102848682	9097798	5557599	3739723	2818921	NA	269390	254538	NA	117864	0.0035085	0.0019044	0.5427889	0.0021433	0.0017994	NA	0.839559	0.0014422	0.0008332	0.0038975	Macaca_fascicularis_ssp1	0	TRUE	0.0038795	0.0039052	0.0039252	0.9875	0.9882	0.9893	-0.1676	-0.2535	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	53.2026	53.2029	575532978	563627108	533630166	0.979
