ID	ID_PGDP	species_full	group	family	genus	species	subspecies	reference	genotyping_species	len_chrA	len_chrA_contigs_longer_than_1Mb	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_longer_than_1Mb	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_mtDNA	len_cov_chrA	len_cov_chrX	len_cov_chrY	len_cov_mtDNA	total_seq_chrA	total_seq_chrX	total_seq_chrY	total_seq_mtDNA	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_mtDNA	cov_chrA	cov_chrX	cov_chrY	cov_mtDNA	cutoff	good_sample	chrA_GT00	chrA_GT01	chrA_GT11	chrA_GTmis	chrX_GT00	chrX_GT0	chrX_GT01	chrX_GT11	chrX_GT1	chrX_GTmis	callable_chrA	callable_chrX	sex	rel_cov_chrX	gSEX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	rel_chrX_alt	hem_alt_chrX	mis_chrA	mis_chrX
SAMN01162274	SAMN01162274	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2863549605	120221138	3351338	14853	13679141949	343945049	10019767	323280	0.9206	0.791	0.6692	0.8975	4.777	2.8609	2.9898	21.7653	0.9	FALSE	265331	561837	118789	15334110	0	46208	0	0	23289	414117	2541275278	138977745	M	0.5989	M	0.000221	0	0	4.7e-05	0	0	0.000168	0.006034	0.00298
SAMN01162276	SAMN01162276	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2819581649	115079000	3371507	13950	12646336660	316952919	12468399	115440	0.9065	0.7571	0.6733	0.8429	4.4852	2.7542	3.6982	8.2753	0.9	FALSE	208858	586846	98339	15386024	0	41062	0	0	21925	420627	2541275278	138977745	Unknown	0.6141	M	0.000231	0	0	3.9e-05	0	0	0.000158	0.006054	0.003027
SAMN01162277	SAMN01162277	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2875260801	121840362	3605207	14600	13933307553	351829590	13299648	242700	0.9244	0.8016	0.7199	0.8822	4.8459	2.8876	3.689	16.6233	0.9	FALSE	295198	740281	145612	15098976	0	50712	0	0	27206	405696	2541275278	138977745	Unknown	0.5959	M	0.000291	0	0	5.7e-05	0	0	0.000196	0.005941	0.002919
SAMN01162278	SAMN01162278	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2845098122	117844716	3886611	13893	13197447683	330642917	13589926	116803	0.9147	0.7753	0.7761	0.8395	4.6387	2.8058	3.4966	8.4073	0.9	FALSE	250835	661853	116558	15250821	0	44335	0	0	23246	416033	2541275278	138977745	Unknown	0.6049	M	0.00026	0	0	4.6e-05	0	0	0.000167	0.006001	0.002994
SAMN01162279	SAMN01162279	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2886520757	143892093	3418990	14822	13362518773	628679140	11789364	131348	0.928	0.9467	0.6828	0.8956	4.6293	4.3691	3.4482	8.8617	0.9	FALSE	217812	707619	104514	15250122	5952	0	17870	3055	0	456737	2541275278	138977745	Unknown	0.9438	F	0.000278	0.000129	0.464	4.1e-05	2.2e-05	0.5366	0	0.006001	0.003286
SAMN01162280	SAMN01162280	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2897569651	144537593	3890579	15167	14388762469	681658645	17386055	271068	0.9316	0.9509	0.7769	0.9164	4.9658	4.7161	4.4688	17.8722	0.9	FALSE	304058	863536	136407	14976066	8942	0	26394	3534	0	444744	2541275278	138977745	Unknown	0.9497	F	0.00034	0.00019	0.5588	5.4e-05	2.5e-05	0.463	0	0.005893	0.0032
SAMN01162281	SAMN01162281	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2804452911	139914319	3007583	13605	12114846417	570394215	9911826	163168	0.9016	0.9205	0.6006	0.8221	4.3199	4.0767	3.2956	11.9932	0.9	FALSE	169575	557432	77983	15475077	4918	0	15590	2118	0	460988	2541275278	138977745	Unknown	0.9437	F	0.000219	0.000112	0.5114	3.1e-05	1.5e-05	0.4839	0	0.006089	0.003317
SAMN01162282	SAMN01162282	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3057726807	151078724	4089228	15441	33715636009	1618483771	25682972	421650	0.9831	0.994	0.8166	0.933	11.0264	10.7129	6.2806	27.3072	0.9	TRUE	3877639	3544317	1752690	7105421	124792	0	75004	64290	0	219528	2541275278	138977745	Unknown	0.9716	F	0.001395	0.00054	0.3871	0.00069	0.000463	0.671	0	0.002796	0.00158
SAMN01162283	SAMN01162283	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2639057635	100794332	2579774	12686	8252869545	197911521	7619533	68221	0.8485	0.6631	0.5152	0.7665	3.1272	1.9635	2.9536	5.3777	0.9	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2541275278	138977745	Unknown	0.6279	M	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN01162284	SAMN01162284	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2863656685	121035492	3057093	15068	13431112986	339739677	9901172	253305	0.9207	0.7963	0.6105	0.9105	4.6902	2.8069	3.2388	16.8108	0.9	FALSE	204925	827047	98156	15149939	0	43463	0	0	25621	414530	2541275278	138977745	Unknown	0.5985	M	0.000325	0	0	3.9e-05	0	0	0.000184	0.005962	0.002983
SAMN01162285	SAMN01162285	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2862297994	119467726	4161137	14564	12459398727	315220589	16660145	252934	0.9202	0.786	0.831	0.88	4.3529	2.6385	4.0037	17.3671	0.9	FALSE	133177	330087	69236	15747567	0	36489	0	0	17571	429554	2541275278	138977745	M	0.6061	M	0.00013	0	0	2.7e-05	0	0	0.000126	0.006197	0.003091
SAMN01162286	SAMN01162286	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2937693810	125102374	3816674	15152	14376495073	356370209	16253727	259868	0.9445	0.8231	0.7622	0.9155	4.8938	2.8486	4.2586	17.1507	0.9	FALSE	176592	653273	86589	15363613	0	42942	0	0	22158	418514	2541275278	138977745	Unknown	0.5821	M	0.000257	0	0	3.4e-05	0	0	0.000159	0.006046	0.003011
SAMN01162287	SAMN01162287	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2865984940	120381299	3861851	15174	13395224698	339066200	19029929	145287	0.9214	0.792	0.7712	0.9169	4.6739	2.8166	4.9277	9.5747	0.9	FALSE	214066	613460	103090	15349451	0	45866	0	0	23412	414336	2541275278	138977745	Unknown	0.6026	M	0.000241	0	0	4.1e-05	0	0	0.000168	0.00604	0.002981
SAMN06255991	SAMN06255991	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2802198968	139367142	4343570	8268	8905026253	418992617	18827672	11503	0.9009	0.9169	0.8674	0.4996	3.1779	3.0064	4.3346	1.3913	0.9	FALSE	4746	81015	1341	16192965	194	0	2929	56	0	480435	2541275278	138977745	F	0.946	F	3.2e-05	2.1e-05	0.6562	1e-06	0	0	0	0.006372	0.003457
SAMN06255992	SAMN06255992	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3038158949	150622185	4535631	15306	18075429233	858179933	21532412	142748	0.9768	0.991	0.9057	0.9248	5.9495	5.6976	4.7474	9.3263	0.9	FALSE	237771	1221846	148580	14671870	7849	0	38062	4905	0	432798	2541275278	138977745	F	0.9577	F	0.000481	0.000274	0.5696	5.8e-05	3.5e-05	0.6034	0	0.005773	0.003114
SAMN06256019	SAMN06256019	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2838215402	140964173	3555259	14899	9369480007	435847944	10192613	65347	0.9125	0.9274	0.71	0.9002	3.3012	3.0919	2.8669	4.386	0.9	FALSE	5722	99912	1647	16172786	201	0	3316	48	0	480049	2541275278	138977745	F	0.9366	F	3.9e-05	2.4e-05	0.6154	1e-06	0	0	0	0.006364	0.003454
SAMN06256020	SAMN06256020	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2814513601	142092226	3326017	10459	9608728806	467093228	10023950	18534	0.9049	0.9348	0.6642	0.632	3.414	3.2873	3.0138	1.7721	0.9	FALSE	7827	93367	2958	16175915	362	0	3415	125	0	479712	2541275278	138977745	F	0.9629	F	3.7e-05	2.5e-05	0.6757	1e-06	1e-06	1	0	0.006365	0.003452
SAMN06256021	SAMN06256021	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2713380416	134043027	3034296	13604	7829726087	357682803	7842113	37365	0.8724	0.8819	0.6059	0.822	2.8856	2.6684	2.5845	2.7466	0.9	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2541275278	138977745	F	0.9247	F	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN06256022	SAMN06256022	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2684879542	133121250	3720561	13562	7585477958	348968783	12910731	36592	0.8632	0.8758	0.743	0.8195	2.8253	2.6214	3.4701	2.6981	0.9	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2541275278	138977745	F	0.9278	F	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN06256023	SAMN06256023	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2702926677	134260910	4046826	12734	7766359550	356537798	11310743	32497	0.869	0.8833	0.8081	0.7694	2.8733	2.6556	2.795	2.552	0.9	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2541275278	138977745	F	0.9242	F	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN06256024	SAMN06256024	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2739413448	135766597	3968884	12851	8217858876	375887727	12758682	33472	0.8807	0.8932	0.7926	0.7765	2.9999	2.7686	3.2147	2.6046	0.9	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2541275278	138977745	F	0.9229	F	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN06256025	SAMN06256025	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2809056092	139362036	3735134	15011	9157928769	420060781	16026737	64043	0.9031	0.9169	0.7459	0.907	3.2601	3.0142	4.2908	4.2664	0.9	FALSE	5291	79311	1370	16194095	263	0	1462	57	0	481832	2541275278	138977745	F	0.9246	F	3.1e-05	1.1e-05	0.3548	1e-06	0	0	0	0.006372	0.003467
SAMN07671834	SAMN07671834	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2934871068	145788030	3611340	14928	12317555726	569212553	14543550	73403	0.9436	0.9592	0.7212	0.902	4.197	3.9044	4.0272	4.9171	0.9	FALSE	31564	335509	17953	15895041	1059	0	10812	663	0	471080	2541275278	138977745	F	0.9303	F	0.000132	7.8e-05	0.5909	7e-06	5e-06	0.7143	0	0.006255	0.00339
SAMN07671835	SAMN07671835	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2971332754	147470805	3935016	14551	13528981715	617605607	12161338	182296	0.9553	0.9702	0.7858	0.8792	4.5532	4.188	3.0905	12.5281	0.9	FALSE	52952	481198	28369	15717548	1670	0	15320	810	0	465814	2541275278	138977745	F	0.9198	F	0.000189	0.00011	0.582	1.1e-05	6e-06	0.5455	0	0.006185	0.003352
SAMN07671836	SAMN07671836	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2901042542	121356223	4472672	15071	12065027590	289028971	18215581	160993	0.9327	0.7984	0.8932	0.9106	4.1589	2.3817	4.0726	10.6823	0.9	FALSE	29668	328997	13545	15907857	0	21082	0	0	10820	451712	2541275278	138977745	M	0.5727	M	0.000129	0	0	5e-06	0	0	7.8e-05	0.00626	0.00325
SAMN07671837	SAMN07671837	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2993990430	131857658	3944532	15272	14487838860	352497597	22195464	100601	0.9626	0.8675	0.7877	0.9228	4.839	2.6733	5.6269	6.5873	0.9	FALSE	72163	582960	38790	15586154	0	33028	0	0	17795	432791	2541275278	138977745	M	0.5524	M	0.000229	0	0	1.5e-05	0	0	0.000128	0.006133	0.003114
SAMN07671838	SAMN07671838	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2956578954	126598104	3815926	14762	12920608349	311433219	14489834	87773	0.9506	0.8329	0.762	0.892	4.3701	2.46	3.7972	5.9459	0.9	FALSE	45579	432115	22790	15779583	0	26167	0	0	14051	443396	2541275278	138977745	M	0.5629	M	0.00017	0	0	9e-06	0	0	0.000101	0.006209	0.00319
SAMN07671839	SAMN07671839	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3009698720	148982914	3941545	14844	15286680989	690452623	16169085	180495	0.9676	0.9802	0.7871	0.8969	5.0791	4.6344	4.1022	12.1595	0.9	FALSE	89495	714920	44800	15430852	3011	0	21546	1475	0	457582	2541275278	138977745	F	0.9124	F	0.000281	0.000155	0.5516	1.8e-05	1.1e-05	0.6111	0	0.006072	0.003292
SAMN07671840	SAMN07671840	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2932632052	123462626	4447008	14551	11892042461	287538768	21611488	173926	0.9429	0.8123	0.888	0.8792	4.0551	2.329	4.8598	11.9529	0.9	FALSE	25212	314464	11026	15929365	0	20350	0	0	10382	452882	2541275278	138977745	M	0.5743	M	0.000124	0	0	4e-06	0	0	7.5e-05	0.006268	0.003259
SAMN07671841	SAMN07671841	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2977316191	147622495	4464858	15003	13611738416	618394607	23919013	213249	0.9572	0.9712	0.8916	0.9065	4.5718	4.189	5.3572	14.2138	0.9	FALSE	49209	489128	25474	15716256	1744	0	15834	808	0	465228	2541275278	138977745	F	0.9163	F	0.000192	0.000114	0.5938	1e-05	6e-06	0.6	0	0.006184	0.003347
SAMN07671842	SAMN07671842	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3009225170	148674839	3758989	14850	14575678813	670321663	15093152	73713	0.9675	0.9782	0.7506	0.8973	4.8437	4.5086	4.0152	4.9638	0.9	FALSE	94479	563946	35172	15586470	3170	0	15317	989	0	464138	2541275278	138977745	F	0.9308	F	0.000222	0.00011	0.4955	1.4e-05	7e-06	0.5	0	0.006133	0.00334
SAMN07671843	SAMN07671843	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2995093182	129723955	3917776	14906	13967488671	334804830	17376339	97732	0.9629	0.8535	0.7824	0.9007	4.6635	2.5809	4.4353	6.5566	0.9	FALSE	63853	464607	23832	15727775	0	33384	0	0	13601	436629	2541275278	138977745	M	0.5534	M	0.000183	0	0	9e-06	0	0	9.8e-05	0.006189	0.003142
SAMN07671844	SAMN07671844	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3011541764	132391043	3908794	14219	14832515928	357877954	25006734	51968	0.9682	0.871	0.7806	0.8592	4.9252	2.7032	6.3976	3.6548	0.9	FALSE	87089	547782	31345	15613851	0	39848	0	0	14372	429394	2541275278	138977745	M	0.5489	M	0.000216	0	0	1.2e-05	0	0	0.000103	0.006144	0.00309
SAMN07671845	SAMN07671845	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2984890808	128898362	3121363	14500	13632238432	327718629	9963677	67011	0.9597	0.848	0.6233	0.8761	4.5671	2.5425	3.1921	4.6214	0.9	FALSE	57771	416273	21984	15784039	0	32566	0	0	12131	438917	2541275278	138977745	M	0.5567	M	0.000164	0	0	9e-06	0	0	8.7e-05	0.006211	0.003158
SAMN07671846	SAMN07671846	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2931225159	122386129	3710849	14447	11447707809	278082994	13853857	66169	0.9424	0.8052	0.741	0.8729	3.9054	2.2722	3.7333	4.5801	0.9	FALSE	19388	225960	6882	16027837	0	18428	0	0	7852	457334	2541275278	138977745	M	0.5818	M	8.9e-05	0	0	3e-06	0	0	5.6e-05	0.006307	0.003291
SAMN07671847	SAMN07671847	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2927618324	144442030	3757918	14353	11684351844	529241007	12566319	48466	0.9412	0.9503	0.7504	0.8673	3.9911	3.664	3.344	3.3767	0.9	FALSE	26330	249490	8960	15995287	863	0	6937	264	0	475550	2541275278	138977745	F	0.918	F	9.8e-05	5e-05	0.5102	4e-06	2e-06	0.5	0	0.006294	0.003422
SAMN07671848	SAMN07671848	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3002540110	148093472	4174193	13975	14009497768	636390225	22684559	39082	0.9653	0.9743	0.8336	0.8444	4.6659	4.2972	5.4345	2.7966	0.9	FALSE	61000	437363	24270	15757434	2368	0	9504	508	0	471234	2541275278	138977745	F	0.921	F	0.000172	6.8e-05	0.3953	1e-05	4e-06	0.4	0	0.006201	0.003391
SAMN07671849	SAMN07671849	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3007148110	131949344	4557173	14365	14665191532	360943830	22969859	66697	0.9668	0.8681	0.91	0.868	4.8768	2.7355	5.0404	4.643	0.9	FALSE	93107	578954	34515	15573491	0	45804	0	0	32557	405253	2541275278	138977745	M	0.5609	M	0.000228	0	0	1.4e-05	0	0	0.000234	0.006128	0.002916
SAMN07671850	SAMN07671850	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3027973724	149365056	4117902	14045	16016044997	728047300	20522484	55102	0.9735	0.9827	0.8223	0.8486	5.2894	4.8743	4.9837	3.9232	0.9	FALSE	139382	707561	49813	15383311	4725	0	16383	1280	0	461226	2541275278	138977745	F	0.9215	F	0.000278	0.000118	0.4245	2e-05	9e-06	0.45	0	0.006053	0.003319
SAMN07671851	SAMN07671851	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2945346902	145942991	3759095	14886	12219210440	562927302	13216800	63564	0.9469	0.9602	0.7507	0.8995	4.1486	3.8572	3.516	4.2701	0.9	FALSE	34415	262561	15208	15967883	1140	0	7435	378	0	474661	2541275278	138977745	F	0.9298	F	0.000103	5.3e-05	0.5146	6e-06	3e-06	0.5	0	0.006283	0.003415
SAMN07671852	SAMN07671852	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2918883505	121238784	3937738	15179	11522207607	277695316	19438497	445335	0.9384	0.7976	0.7863	0.9172	3.9475	2.2905	4.9365	29.3389	0.9	FALSE	22339	199162	9069	16049497	0	19537	0	0	8302	455775	2541275278	138977745	M	0.5802	M	7.8e-05	0	0	4e-06	0	0	6e-05	0.006316	0.003279
SAMN07671853	SAMN07671853	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2852468539	141020970	3244044	12525	9830365397	446529084	8894102	207471	0.9171	0.9278	0.6478	0.7568	3.4463	3.1664	2.7417	16.5646	0.9	FALSE	8524	113494	3180	16154869	272	0	3085	101	0	480156	2541275278	138977745	F	0.9188	F	4.5e-05	2.2e-05	0.4889	1e-06	1e-06	1	0	0.006357	0.003455
SAMN07671854	SAMN07671854	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3019701925	136254245	4019646	15402	16642380462	400147796	20829468	686997	0.9708	0.8964	0.8027	0.9306	5.5113	2.9368	5.1819	44.6044	0.9	FALSE	160038	623932	74014	15422083	0	51843	0	0	19871	411900	2541275278	138977745	M	0.5329	M	0.000246	0	0	2.9e-05	0	0	0.000143	0.006069	0.002964
SAMN07671855	SAMN07671855	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	2984541794	130065033	2962990	15313	14108231383	341547469	10510007	522278	0.9595	0.8557	0.5917	0.9253	4.7271	2.626	3.5471	34.1068	0.9	FALSE	72315	380603	31743	15795406	0	35877	0	0	13031	434706	2541275278	138977745	M	0.5555	M	0.00015	0	0	1.2e-05	0	0	9.4e-05	0.006216	0.003128
SAMN07671856	SAMN07671856	Chlorocebus_sabaeus_ssp	OWM	Cercopithecidae	Chlorocebus	sabaeus	ssp	Chlorocebus_sabaeus_ssp	Chlorocebus_sabaeus_ssp	3110370972	2872847417	237523555	151995220	151995220	NA	5007674	16550	3004315003	133243549	3918664	14888	15276534466	366210773	16025625	369139	0.9659	0.8766	0.7825	0.8996	5.0849	2.7484	4.0896	24.7944	0.9	FALSE	110995	537503	47338	15584231	0	41582	0	0	18522	423510	2541275278	138977745	M	0.5405	M	0.000212	0	0	1.9e-05	0	0	0.000133	0.006132	0.003047
