ID	ID_PGDP	species_full	group	family	genus	species	subspecies	reference	genotyping_species	len_chrA	len_chrA_contigs_longer_than_1Mb	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_longer_than_1Mb	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_mtDNA	len_cov_chrA	len_cov_chrX	len_cov_chrY	len_cov_mtDNA	total_seq_chrA	total_seq_chrX	total_seq_chrY	total_seq_mtDNA	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_mtDNA	cov_chrA	cov_chrX	cov_chrY	cov_mtDNA	cutoff	good_sample	chrA_GT00	chrA_GT01	chrA_GT11	chrA_GTmis	chrX_GT00	chrX_GT0	chrX_GT01	chrX_GT11	chrX_GT1	chrX_GTmis	callable_chrA	callable_chrX	sex	rel_cov_chrX	gSEX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	hem_alt_chrX	rel_chrX_hom_alt	mis_chrA	mis_chrX
SAMD00589966	SAMD00589966	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643465797	151535892	604181	NA	110306384783	6282858321	7935567	NA	0.9819	0.9879	0.0514	NA	41.7279	41.4612	13.1344	NA	0.9	TRUE	18946102	2983196	7224229	388051	530590	0	81060	277874	0	15097	2510043407	140971697	F	0.9936	F	0.001189	0.000575	0.4836	0.002878	0.001971	0	0.6849	0.000155	0.000107
SAMD00589967	SAMD00589967	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643340653	151588456	612651	NA	105292499575	5927985033	7876391	NA	0.9819	0.9883	0.0521	NA	39.8331	39.1058	12.8562	NA	0.9	TRUE	19043896	2777360	7332743	387579	535358	0	71372	283289	0	14602	2510043407	140971697	F	0.9817	F	0.001106	0.000506	0.4575	0.002921	0.00201	0	0.6881	0.000154	0.000104
SAMD00589968	SAMD00589968	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642319831	151414571	627254	NA	80656157116	4576795602	6014752	NA	0.9815	0.9871	0.0534	NA	30.5248	30.2269	9.589	NA	0.9	TRUE	18839490	2888329	7243647	570112	534788	0	62093	286165	0	21575	2510043407	140971697	F	0.9902	F	0.001151	0.00044	0.3823	0.002886	0.00203	0	0.7034	0.000227	0.000153
SAMD00589969	SAMD00589969	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642939613	151617431	606996	NA	107795841500	6135392589	7786383	NA	0.9817	0.9885	0.0516	NA	40.7863	40.4663	12.8277	NA	0.9	TRUE	19093663	2657306	7395378	395231	531317	0	80452	278530	0	14322	2510043407	140971697	F	0.9922	F	0.001059	0.000571	0.5392	0.002946	0.001976	0	0.6707	0.000157	0.000102
SAMD00589970	SAMD00589970	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642592611	151537673	591667	NA	95263439689	5437283298	7014573	NA	0.9816	0.9879	0.0503	NA	36.0492	35.8807	11.8556	NA	0.9	TRUE	19030606	2700162	7357400	453410	539991	0	60737	288134	0	15759	2510043407	140971697	F	0.9953	F	0.001076	0.000431	0.4006	0.002931	0.002044	0	0.6974	0.000181	0.000112
SAMD00589971	SAMD00589971	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2641246422	151314848	563782	NA	77614549384	4426608987	5739796	NA	0.9811	0.9865	0.048	NA	29.3856	29.2543	10.1809	NA	0.9	TRUE	18928139	2580504	7385125	647810	555108	0	18425	307732	0	23356	2510043407	140971697	F	0.9955	F	0.001028	0.000131	0.1274	0.002942	0.002183	0	0.742	0.000258	0.000166
SAMD00589972	SAMD00589972	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642858783	151469562	625627	NA	99475154248	5639563314	7357341	NA	0.9817	0.9875	0.0532	NA	37.6392	37.2323	11.7599	NA	0.9	TRUE	19025670	2754624	7339732	421552	554199	0	31689	302652	0	16081	2510043407	140971697	F	0.9892	F	0.001097	0.000225	0.2051	0.002924	0.002147	0	0.7343	0.000168	0.000114
SAMD00589973	SAMD00589973	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643486493	151431642	10541934	NA	103605459569	3098014750	282379455	NA	0.9819	0.9872	0.8969	NA	39.1927	20.4582	26.7863	NA	0.9	TRUE	18963464	2886658	7265365	426091	0	577977	0	0	319535	7109	2510043407	140971697	M	0.522	M	0.00115	0	0	0.002895	0	0.002267	0	0.00017	5e-05
SAMD00589974	SAMD00589974	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642540492	151525497	606754	NA	92469385498	5270694188	6556535	NA	0.9816	0.9879	0.0516	NA	34.9926	34.7842	10.8059	NA	0.9	TRUE	18869452	2878741	7253743	539642	525717	0	84093	275375	0	19436	2510043407	140971697	F	0.994	F	0.001147	0.000597	0.5205	0.00289	0.001953	0	0.6758	0.000215	0.000138
SAMD00589975	SAMD00589975	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642353813	151548556	595683	NA	93052638374	5292205582	6755045	NA	0.9815	0.988	0.0507	NA	35.2158	34.9209	11.34	NA	0.9	TRUE	18905350	2833917	7278297	524014	523388	0	90010	272596	0	18627	2510043407	140971697	F	0.9916	F	0.001129	0.000638	0.5651	0.0029	0.001934	0	0.6669	0.000209	0.000132
SAMD00589976	SAMD00589976	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2644008702	151616608	646018	NA	121905285457	6935285583	9155763	NA	0.9821	0.9884	0.055	NA	46.1062	45.7423	14.1726	NA	0.9	TRUE	18929701	3020575	7204831	386471	529272	0	85186	276241	0	13922	2510043407	140971697	F	0.9921	F	0.001203	0.000604	0.5021	0.00287	0.00196	0	0.6829	0.000154	9.9e-05
SAMD00589977	SAMD00589977	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642910262	151552883	602493	NA	91623209361	5241761607	6674893	NA	0.9817	0.988	0.0513	NA	34.6675	34.587	11.0788	NA	0.9	TRUE	18720387	3035295	7168459	617437	524447	0	82897	276146	0	21131	2510043407	140971697	F	0.9977	F	0.001209	0.000588	0.4864	0.002856	0.001959	0	0.6859	0.000246	0.00015
SAMD00589978	SAMD00589978	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642579257	151551632	602026	NA	89857349562	5151008211	6343230	NA	0.9816	0.988	0.0512	NA	34.0037	33.9885	10.5365	NA	0.9	TRUE	18754912	2896891	7231478	658297	523109	0	84277	274636	0	22599	2510043407	140971697	F	0.9996	F	0.001154	0.000598	0.5182	0.002881	0.001948	0	0.6762	0.000262	0.00016
SAMD00589979	SAMD00589979	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643113810	151551531	610859	NA	95842566970	5463642675	7067376	NA	0.9818	0.988	0.052	NA	36.2612	36.0514	11.5696	NA	0.9	TRUE	18802631	2933852	7223907	581188	532852	0	67915	283510	0	20344	2510043407	140971697	F	0.9942	F	0.001169	0.000482	0.4123	0.002878	0.002011	0	0.6987	0.000232	0.000144
SAMD00589980	SAMD00589980	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2641080972	151421436	589235	NA	87661815424	5000947039	6165748	NA	0.981	0.9872	0.0501	NA	33.1916	33.0267	10.464	NA	0.9	TRUE	19557868	1258401	8057754	667555	547865	0	32796	299733	0	24227	2510043407	140971697	F	0.995	F	0.000501	0.000233	0.4651	0.00321	0.002126	0	0.6623	0.000266	0.000172
SAMD00589981	SAMD00589981	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642892677	151604768	622932	NA	107582946007	6139821553	7894526	NA	0.9817	0.9884	0.053	NA	40.7065	40.4989	12.6732	NA	0.9	TRUE	19042264	2649969	7383618	465727	528410	0	83642	275674	0	16895	2510043407	140971697	F	0.9949	F	0.001056	0.000593	0.5616	0.002942	0.001956	0	0.6649	0.000186	0.00012
SAMD00589982	SAMD00589982	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643253077	151633634	606585	NA	92837973751	5284971595	6704025	NA	0.9818	0.9886	0.0516	NA	35.1226	34.8536	11.0521	NA	0.9	TRUE	18857177	2864496	7261307	558598	520064	0	95306	269199	0	20052	2510043407	140971697	F	0.9923	F	0.001141	0.000676	0.5925	0.002893	0.00191	0	0.6602	0.000223	0.000142
SAMD00589983	SAMD00589983	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642175998	151562745	592417	NA	88250015039	5044290024	6484022	NA	0.9814	0.9881	0.0504	NA	33.4005	33.2819	10.945	NA	0.9	TRUE	18832576	2738274	7305407	665321	533063	0	63273	284969	0	23316	2510043407	140971697	F	0.9964	F	0.001091	0.000449	0.4115	0.00291	0.002021	0	0.6945	0.000265	0.000165
SAMD00589984	SAMD00589984	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642388818	151519607	587792	NA	88112253035	5018929156	6373114	NA	0.9815	0.9878	0.05	NA	33.3457	33.124	10.8425	NA	0.9	TRUE	18789392	2861720	7247154	643312	522530	0	85577	273779	0	22735	2510043407	140971697	F	0.9934	F	0.00114	0.000607	0.5325	0.002887	0.001942	0	0.6727	0.000256	0.000161
SAMD00589985	SAMD00589985	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643205604	151617500	637043	NA	102828112683	5826632531	7391962	NA	0.9818	0.9885	0.0542	NA	38.9028	38.4298	11.6036	NA	0.9	TRUE	18905181	3017789	7199783	418825	523676	0	94781	270383	0	15781	2510043407	140971697	F	0.9878	F	0.001202	0.000672	0.5591	0.002868	0.001918	0	0.6688	0.000167	0.000112
SAMD00589986	SAMD00589986	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643028038	151366137	10532855	NA	104936040763	3116399629	270433550	NA	0.9817	0.9868	0.8961	NA	39.703	20.5885	25.6752	NA	0.9	TRUE	18964732	2929677	7252307	394862	0	577713	0	0	319728	7180	2510043407	140971697	M	0.5186	M	0.001167	0	0	0.002889	0	0.002268	0	0.000157	5.1e-05
SAMD00589987	SAMD00589987	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2645046631	151678986	651196	NA	128128079626	7239780991	9505600	NA	0.9825	0.9889	0.0554	NA	48.4408	47.7309	14.5971	NA	0.9	TRUE	19011123	2905290	7277710	347455	538373	0	68952	284694	0	12602	2510043407	140971697	F	0.9853	F	0.001157	0.000489	0.4226	0.002899	0.00202	0	0.6968	0.000138	8.9e-05
SAMD00589988	SAMD00589988	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643761382	151416117	10566922	NA	88510551765	2631123426	231385085	NA	0.982	0.9871	0.899	NA	33.479	17.3768	21.8971	NA	0.9	TRUE	18925631	2851411	7285173	479363	0	577381	0	0	318426	8814	2510043407	140971697	M	0.519	M	0.001136	0	0	0.002902	0	0.002259	0	0.000191	6.3e-05
SAMD00589989	SAMD00589989	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643313628	151404966	10561185	NA	104464606878	3108999418	274945396	NA	0.9818	0.9871	0.8985	NA	39.5203	20.5343	26.0336	NA	0.9	TRUE	19030919	2764599	7336509	409551	0	577279	0	0	319421	7921	2510043407	140971697	M	0.5196	M	0.001101	0	0	0.002923	0	0.002266	0	0.000163	5.6e-05
SAMD00589990	SAMD00589990	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643699865	151611346	596267	NA	89919763930	5075751841	6539526	NA	0.982	0.9884	0.0507	NA	34.0128	33.4787	10.9674	NA	0.9	TRUE	18864999	2951724	7238049	486806	528808	0	80706	277723	0	17384	2510043407	140971697	F	0.9843	F	0.001176	0.000572	0.4864	0.002884	0.00197	0	0.6831	0.000194	0.000123
SAMD00589991	SAMD00589991	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643410760	151579239	613382	NA	107992041811	6100270694	7676363	NA	0.9819	0.9882	0.0522	NA	40.8533	40.2448	12.5148	NA	0.9	TRUE	18986992	2859663	7292117	402806	530863	0	79941	278739	0	15078	2510043407	140971697	F	0.9851	F	0.001139	0.000567	0.4978	0.002905	0.001977	0	0.6806	0.00016	0.000107
SAMD00589992	SAMD00589992	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643595807	151609967	624134	NA	97049581923	5512131957	7110320	NA	0.982	0.9884	0.0531	NA	36.7112	36.3573	11.3923	NA	0.9	TRUE	19075944	2637616	7397381	430637	529410	0	81391	277873	0	15947	2510043407	140971697	F	0.9904	F	0.001051	0.000577	0.549	0.002947	0.001971	0	0.6688	0.000172	0.000113
SAMD00589993	SAMD00589993	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642742146	151586519	599309	NA	93398851697	5289996437	6541404	NA	0.9816	0.9882	0.051	NA	35.3416	34.8975	10.9149	NA	0.9	TRUE	18997356	2748333	7335716	460173	528895	0	81140	278152	0	16434	2510043407	140971697	F	0.9874	F	0.001095	0.000576	0.526	0.002923	0.001973	0	0.675	0.000183	0.000117
SAMD00589994	SAMD00589994	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643643990	151609310	662981	NA	83415493453	4714407281	6058209	NA	0.982	0.9884	0.0564	NA	31.5532	31.0958	9.1378	NA	0.9	TRUE	18730783	2981998	7195942	632855	523865	0	80663	277215	0	22878	2510043407	140971697	F	0.9855	F	0.001188	0.000572	0.4815	0.002867	0.001966	0	0.6857	0.000252	0.000162
SAMD00589995	SAMD00589995	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2644456979	151537570	10575091	NA	112454553998	3349754647	292658234	NA	0.9823	0.9879	0.8997	NA	42.5246	22.1051	27.6743	NA	0.9	TRUE	19013801	2803036	7316774	407967	0	578506	0	0	319793	6322	2510043407	140971697	M	0.5198	M	0.001117	0	0	0.002915	0	0.002268	0	0.000163	4.5e-05
SAMD00589996	SAMD00589996	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642345175	151559463	638222	NA	99075074379	5591970049	7006347	NA	0.9815	0.9881	0.0543	NA	37.4951	36.8962	10.9779	NA	0.9	TRUE	18979206	2790987	7320637	450748	527517	0	84582	275916	0	16606	2510043407	140971697	F	0.984	F	0.001112	6e-04	0.5396	0.002917	0.001957	0	0.6709	0.00018	0.000118
SAMD00589997	SAMD00589997	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642066035	151489102	665817	NA	95866032870	5421615413	6832537	NA	0.9814	0.9876	0.0566	NA	36.2845	35.7888	10.2619	NA	0.9	TRUE	18974357	2772528	7325174	469519	540400	0	56498	290029	0	17694	2510043407	140971697	F	0.9863	F	0.001105	0.000401	0.3629	0.002918	0.002057	0	0.7049	0.000187	0.000126
SAMD00589998	SAMD00589998	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2641786202	151191206	10552261	NA	95254903560	2822401289	252982891	NA	0.9813	0.9857	0.8978	NA	36.057	18.6678	23.9743	NA	0.9	TRUE	19092420	2536651	7437094	475413	0	575795	0	0	317558	11268	2510043407	140971697	M	0.5177	M	0.001011	0	0	0.002963	0	0.002253	0	0.000189	8e-05
SAMD00589999	SAMD00589999	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2644133884	151605147	688344	NA	96325366284	5444087145	7099412	NA	0.9822	0.9884	0.0586	NA	36.4298	35.9096	10.3138	NA	0.9	TRUE	18901756	2869538	7273563	496721	524426	0	87597	274072	0	18526	2510043407	140971697	F	0.9857	F	0.001143	0.000621	0.5433	0.002898	0.001944	0	0.6708	0.000198	0.000131
SAMD00590000	SAMD00590000	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642783683	151387443	10538121	NA	80196535496	2385720652	207470598	NA	0.9816	0.987	0.8966	NA	30.3455	15.759	19.6876	NA	0.9	TRUE	18837586	2683535	7335441	685016	0	574896	0	0	317370	12355	2510043407	140971697	M	0.5193	M	0.001069	0	0	0.002922	0	0.002251	0	0.000273	8.8e-05
SAMD00590001	SAMD00590001	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642549492	151378719	10531646	NA	101107543619	3015907241	267860150	NA	0.9816	0.9869	0.896	NA	38.2614	19.9229	25.4338	NA	0.9	TRUE	18952307	2856386	7289692	443193	0	577495	0	0	319038	8088	2510043407	140971697	M	0.5207	M	0.001138	0	0	0.002904	0	0.002263	0	0.000177	5.7e-05
SAMD00590002	SAMD00590002	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2644385827	151466702	10571123	NA	106834809588	3164511137	275167897	NA	0.9822	0.9875	0.8994	NA	40.4006	20.8925	26.0301	NA	0.9	TRUE	19141933	2538825	7449971	410849	0	578422	0	0	319681	6518	2510043407	140971697	M	0.5171	M	0.001011	0	0	0.002968	0	0.002268	0	0.000164	4.6e-05
SAMD00590003	SAMD00590003	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2643823887	151398059	10552904	NA	122420200364	3630923000	329509600	NA	0.982	0.987	0.8978	NA	46.3042	23.9826	31.2245	NA	0.9	TRUE	18965783	2995168	7218038	362589	0	579196	0	0	318731	6694	2510043407	140971697	M	0.5179	M	0.001193	0	0	0.002876	0	0.002261	0	0.000144	4.7e-05
SAMD00590004	SAMD00590004	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2644037565	151429467	10546564	NA	89626782646	2679230632	239666293	NA	0.9821	0.9872	0.8973	NA	33.8977	17.6929	22.7246	NA	0.9	TRUE	18899538	2750824	7318337	572879	0	577290	0	0	317961	9370	2510043407	140971697	M	0.5219	M	0.001096	0	0	0.002916	0	0.002255	0	0.000228	6.6e-05
SAMD00590005	SAMD00590005	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2641056137	151226120	10535347	NA	87299750428	2586994141	222860251	NA	0.981	0.9859	0.8963	NA	33.0549	17.1068	21.1536	NA	0.9	TRUE	19570705	1545846	7926723	498304	0	576156	0	0	316340	12125	2510043407	140971697	M	0.5175	M	0.000616	0	0	0.003158	0	0.002244	0	0.000199	8.6e-05
SAMD00590006	SAMD00590006	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2644296179	151461017	10553592	NA	109564533578	3289667718	278558913	NA	0.9822	0.9874	0.8979	NA	41.4343	21.7196	26.3947	NA	0.9	TRUE	19486897	1875255	7780517	398909	0	579460	0	0	317965	7196	2510043407	140971697	M	0.5242	M	0.000747	0	0	0.0031	0	0.002256	0	0.000159	5.1e-05
SAMD00590007	SAMD00590007	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2642586762	151475062	640004	NA	89044188634	5055774594	6271714	NA	0.9816	0.9875	0.0545	NA	33.6958	33.3769	9.7995	NA	0.9	TRUE	19537195	1607815	7896310	500258	553774	0	29434	302423	0	18990	2510043407	140971697	F	0.9905	F	0.000641	0.000209	0.3261	0.003146	0.002145	0	0.6818	0.000199	0.000135
SAMD00590008	SAMD00590008	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2641125719	151424166	583901	NA	89052625526	5038967642	6305765	NA	0.981	0.9872	0.0497	NA	33.7177	33.2772	10.7994	NA	0.9	TRUE	19641659	1452835	7979488	467596	552627	0	33161	300643	0	18190	2510043407	140971697	F	0.9869	F	0.000579	0.000235	0.4059	0.003179	0.002133	0	0.671	0.000186	0.000129
SAMD00590009	SAMD00590009	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2640784898	151415592	588508	NA	91183954517	5166410279	6423276	NA	0.9809	0.9871	0.0501	NA	34.5291	34.1207	10.9145	NA	0.9	TRUE	19613881	1519830	7948678	459189	554855	0	30170	302025	0	17571	2510043407	140971697	F	0.9882	F	0.000605	0.000214	0.3537	0.003167	0.002142	0	0.6763	0.000183	0.000125
SAMN15061837	SAMN15061837	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2646468577	151790916	714981	NA	57716362626	3316425054	5418885	NA	0.983	0.9896	0.0608	NA	21.8088	21.8486	7.5791	NA	0.9	TRUE	18354610	2615431	7216501	1355036	506749	0	86848	266608	0	44416	2510043407	140971697	F	1.0018	F	0.001042	0.000616	0.5912	0.002875	0.001891	0	0.6577	0.00054	0.000315
SAMN19736175	SAMN19736175	Macaca_fuscata_ssp	OWM	Cercopithecidae	Macaca	fuscata	ssp	Macaca_mulatta_ssp	Macaca_fuscata_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2647294354	151594872	10579100	NA	70485961129	2235155379	179011632	NA	0.9833	0.9883	0.9001	NA	26.6257	14.7443	16.9213	NA	0.9	TRUE	17819028	2684189	7017571	2020790	0	553916	0	0	304803	45902	2510043407	140971697	Unknown	0.5538	M	0.001069	0	0	0.002796	0	0.002162	0	0.000805	0.000326
PD_0261	PD_0261	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2653097032	152302996	11137944	NA	172894252551	5109278591	411670743	NA	0.9855	0.9929	0.9476	NA	65.167	33.5468	36.9611	NA	0.9	TRUE	81809593	6002023	3031328	892131	0	2706578	0	0	146243	9198	2557811675	144854576	Unknown	0.5148	M	0.002347	0	0	0.001185	0	0.00101	0	0.000349	6.3e-05
PD_0546	PD_0546	Macaca_mulatta_ssp	OWM	Cercopithecidae	Macaca	mulatta	ssp	Macaca_mulatta_ssp	Macaca_mulatta_ssp	2692186680	NA	NA	153388924	NA	NA	11753682	NA	2651940747	152132170	11119355	NA	77413120598	2329646852	198946909	NA	0.9851	0.9918	0.946	NA	29.1911	15.3133	17.8919	NA	0.9	TRUE	81373324	5340807	3520730	1500214	0	2673259	0	0	165733	23027	2557811675	144854576	Unknown	0.5246	M	0.002088	0	0	0.001376	0	0.001144	0	0.000587	0.000159
